Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0x4EbBADeE1a49298B3F033C587a1917c50AA7B7eD0.996422733045599795 MobLP 0.0004%,0x4EbBADeE1a49298B3F033C587a1917c50AA7B7eD0.996422,0x4EbBADeE1a49298B3F033C587a1917c50AA7B7eD0.996422733045599795 MobLP 0.0004, ,0x4EbBADeE1a49298B3F033C587a1917c50AA7B7eD, 0.0004,0.996422, ,616,0.996422,99.98,,0.88252149,196.18%,,
0x38E6a83B40484441531c069c493A6630357Db6350.996422675005226036 MobLP 0.0004%,0x38E6a83B40484441531c069c493A6630357Db6350.996422,0x38E6a83B40484441531c069c493A6630357Db6350.996422675005226036 MobLP 0.0004, ,0x38E6a83B40484441531c069c493A6630357Db635, 0.0004,0.996422, ,617,0.996422,99.98,,0.8839541547,196.50%,,
0x390b89078480f00644D7d9Ef035912ec10e64e3E0.996422644494847547 MobLP 0.0004%,0x390b89078480f00644D7d9Ef035912ec10e64e3E0.996422,0x390b89078480f00644D7d9Ef035912ec10e64e3E0.996422644494847547 MobLP 0.0004, ,0x390b89078480f00644D7d9Ef035912ec10e64e3E, 0.0004,0.996422, ,618,0.996422,99.98,,0.8853868195,196.82%,,
0x17639F46197B393068dd0fee1fE29f363C0996F80.99642255594705678 MobLP 0.0004%,0x17639F46197B393068dd0fee1fE29f363C0996F80.996422,0x17639F46197B393068dd0fee1fE29f363C0996F80.99642255594705678 MobLP 0.0004, ,0x17639F46197B393068dd0fee1fE29f363C0996F8, 0.0004,0.996422, ,619,0.996422,99.98,,0.8868194842,197.13%,,
0xBC7cd24613Dd4c76fEAB7820BE3DA6812711a7b50.996422467402227354 MobLP 0.0004%,0xBC7cd24613Dd4c76fEAB7820BE3DA6812711a7b50.996422,0xBC7cd24613Dd4c76fEAB7820BE3DA6812711a7b50.996422467402227354 MobLP 0.0004, ,0xBC7cd24613Dd4c76fEAB7820BE3DA6812711a7b5, 0.0004,0.996422, ,620,0.996422,99.98,,0.888252149,197.45%,,
0xBB74f7D1f725c96552f12CE124FaeD78E55Af5860.996422378860359129 MobLP 0.0004%,0xBB74f7D1f725c96552f12CE124FaeD78E55Af5860.996422,0xBB74f7D1f725c96552f12CE124FaeD78E55Af5860.996422378860359129 MobLP 0.0004, ,0xBB74f7D1f725c96552f12CE124FaeD78E55Af586, 0.0004,0.996422, ,621,0.996422,99.98,,0.8896848138,197.77%,,
0xbBFF50400167a19Ec756DD65718468D286AF32550.99642229032145196 MobLP 0.0004%,0xbBFF50400167a19Ec756DD65718468D286AF32550.996422,0xbBFF50400167a19Ec756DD65718468D286AF32550.99642229032145196 MobLP 0.0004, ,0xbBFF50400167a19Ec756DD65718468D286AF3255, 0.0004,0.996422, ,622,0.996422,99.98,,0.8911174785,198.09%,,
0x60599F10779Ec2Dadb5F11D3461416ADC9D5f6980.996422201785505706 MobLP 0.0004%,0x60599F10779Ec2Dadb5F11D3461416ADC9D5f6980.996422,0x60599F10779Ec2Dadb5F11D3461416ADC9D5f6980.996422201785505706 MobLP 0.0004, ,0x60599F10779Ec2Dadb5F11D3461416ADC9D5f698, 0.0004,0.996422, ,623,0.996422,99.98,,0.8925501433,198.41%,,
0x45c4E5641e62B2b40Dbc57B7D337aCcA705Ad9960.996422113252520227 MobLP 0.0004%,0x45c4E5641e62B2b40Dbc57B7D337aCcA705Ad9960.996422,0x45c4E5641e62B2b40Dbc57B7D337aCcA705Ad9960.996422113252520227 MobLP 0.0004, ,0x45c4E5641e62B2b40Dbc57B7D337aCcA705Ad996, 0.0004,0.996422, ,624,0.996422,99.98,,0.893982808,198.73%,,
0xD9258B098037012FaD5A10865de43Ac025014e610.996422076765467777 MobLP 0.0004%,0xD9258B098037012FaD5A10865de43Ac025014e610.996422,0xD9258B098037012FaD5A10865de43Ac025014e610.996422076765467777 MobLP 0.0004, ,0xD9258B098037012FaD5A10865de43Ac025014e61, 0.0004,0.996422, ,625,0.996422,99.98,,0.8954154728,199.04%,,
0x76069AeBCCF8c4B96452c3328A74e2638522d68a0.99642202472249538 MobLP 0.0004%,0x76069AeBCCF8c4B96452c3328A74e2638522d68a0.996422,0x76069AeBCCF8c4B96452c3328A74e2638522d68a0.99642202472249538 MobLP 0.0004, ,0x76069AeBCCF8c4B96452c3328A74e2638522d68a, 0.0004,0.996422, ,626,0.996422,99.98,,0.8968481375,199.36%,,
0x6Df28D025F42213A4708B8b7e81132172B36D27B0.996421988222428023 MobLP 0.0004%,0x6Df28D025F42213A4708B8b7e81132172B36D27B0.996421,0x6Df28D025F42213A4708B8b7e81132172B36D27B0.996421988222428023 MobLP 0.0004, ,0x6Df28D025F42213A4708B8b7e81132172B36D27B, 0.0004,0.996421, ,627,0.996421,99.98,,0.8982808023,199.68%,,
0xEF6Ab64509b23aa56D4CA7CC887efDe50a6d7Cc30.996421936195431022 MobLP 0.0004%,0xEF6Ab64509b23aa56D4CA7CC887efDe50a6d7Cc30.996421,0xEF6Ab64509b23aa56D4CA7CC887efDe50a6d7Cc30.996421936195431022 MobLP 0.0004, ,0xEF6Ab64509b23aa56D4CA7CC887efDe50a6d7Cc3, 0.0004,0.996421, ,628,0.996421,99.98,,0.899713467,200.00%,,
0xE74Eb69054be874Daced1fE6852c6601B3D0B30c0.996421899682349924 MobLP 0.0004%,0xE74Eb69054be874Daced1fE6852c6601B3D0B30c0.996421,0xE74Eb69054be874Daced1fE6852c6601B3D0B30c0.996421899682349924 MobLP 0.0004, ,0xE74Eb69054be874Daced1fE6852c6601B3D0B30c, 0.0004,0.996421, ,629,0.996421,99.98,,0.9011461318,200.32%,,
0x18bA7E882607e2177c594dA247bC2AADa5fF4d5e0.9964218850242455 MobLP 0.0004%,0x18bA7E882607e2177c594dA247bC2AADa5fF4d5e0.996421,0x18bA7E882607e2177c594dA247bC2AADa5fF4d5e0.9964218850242455 MobLP 0.0004, ,0x18bA7E882607e2177c594dA247bC2AADa5fF4d5e, 0.0004,0.996421, ,630,0.996421,99.98,,0.9025787966,200.64%,,
0xDCf22FAaF55d6a237bDC5798B82A6C4D600c80270.996421847671327013 MobLP 0.0004%,0xDCf22FAaF55d6a237bDC5798B82A6C4D600c80270.996421,0xDCf22FAaF55d6a237bDC5798B82A6C4D600c80270.996421847671327013 MobLP 0.0004, ,0xDCf22FAaF55d6a237bDC5798B82A6C4D600c8027, 0.0004,0.996421, ,631,0.996421,99.98,,0.9040114613,200.96%,,
0x941208B24473432F99f52b855973EEEaCE57483C0.996421811145233335 MobLP 0.0004%,0x941208B24473432F99f52b855973EEEaCE57483C0.996421,0x941208B24473432F99f52b855973EEEaCE57483C0.996421811145233335 MobLP 0.0004, ,0x941208B24473432F99f52b855973EEEaCE57483C, 0.0004,0.996421, ,632,0.996421,99.98,,0.9054441261,201.27%,,
0x4235a94175F8a80FF8820EE56666e3F2E7953bc10.996421796506256686 MobLP 0.0004%,0x4235a94175F8a80FF8820EE56666e3F2E7953bc10.996421,0x4235a94175F8a80FF8820EE56666e3F2E7953bc10.996421796506256686 MobLP 0.0004, ,0x4235a94175F8a80FF8820EE56666e3F2E7953bc1, 0.0004,0.996421, ,633,0.996421,99.98,,0.9068767908,201.59%,,
0x5948f4B26A827CA2827AD727bD30c9AE663884660.99642175915018321 MobLP 0.0004%,0x5948f4B26A827CA2827AD727bD30c9AE663884660.996421,0x5948f4B26A827CA2827AD727bD30c9AE663884660.99642175915018321 MobLP 0.0004, ,0x5948f4B26A827CA2827AD727bD30c9AE66388466, 0.0004,0.996421, ,634,0.996421,99.98,,0.9083094556,201.91%,,
0xEDE15517Bf096590C9271D5c743E32BABF21fa860.99642172261059888 MobLP 0.0004%,0xEDE15517Bf096590C9271D5c743E32BABF21fa860.996421,0xEDE15517Bf096590C9271D5c743E32BABF21fa860.99642172261059888 MobLP 0.0004, ,0xEDE15517Bf096590C9271D5c743E32BABF21fa86, 0.0004,0.996421, ,635,0.996421,99.98,,0.9097421203,202.23%,,
0x7c0B4373865907131295fE4B46f51E470ff225960.996421707991227893 MobLP 0.0004%,0x7c0B4373865907131295fE4B46f51E470ff225960.996421,0x7c0B4373865907131295fE4B46f51E470ff225960.996421707991227893 MobLP 0.0004, ,0x7c0B4373865907131295fE4B46f51E470ff22596, 0.0004,0.996421, ,636,0.996421,99.98,,0.9111747851,202.55%,,
0x09b6863c85c68e6395D82E5cfaB707C4A389Dea10.996421670631999472 MobLP 0.0004%,0x09b6863c85c68e6395D82E5cfaB707C4A389Dea10.996421,0x09b6863c85c68e6395D82E5cfaB707C4A389Dea10.996421670631999472 MobLP 0.0004, ,0x09b6863c85c68e6395D82E5cfaB707C4A389Dea1, 0.0004,0.996421, ,637,0.996421,99.98,,0.9126074499,202.87%,,
0x5Aa45d92bBf7Ea1d1FFe1A31ea62487766B71c0c0.996421663499377562 MobLP 0.0004%,0x5Aa45d92bBf7Ea1d1FFe1A31ea62487766B71c0c0.996421,0x5Aa45d92bBf7Ea1d1FFe1A31ea62487766B71c0c0.996421663499377562 MobLP 0.0004, ,0x5Aa45d92bBf7Ea1d1FFe1A31ea62487766B71c0c, 0.0004,0.996421, ,638,0.996421,99.98,,0.9140401146,203.18%,,
0xf6F725774C671195af7cb98777EAd011Ea9dCf720.99642163407844901 MobLP 0.0004%,0xf6F725774C671195af7cb98777EAd011Ea9dCf720.996421,0xf6F725774C671195af7cb98777EAd011Ea9dCf720.99642163407844901 MobLP 0.0004, ,0xf6F725774C671195af7cb98777EAd011Ea9dCf72, 0.0004,0.996421, ,639,0.996421,99.98,,0.9154727794,203.50%,,
0xaD15e2f740C4AeDaF5876f921c8aa636724C4d0C0.996421582116775657 MobLP 0.0004%,0xaD15e2f740C4AeDaF5876f921c8aa636724C4d0C0.996421,0xaD15e2f740C4AeDaF5876f921c8aa636724C4d0C0.996421582116775657 MobLP 0.0004, ,0xaD15e2f740C4AeDaF5876f921c8aa636724C4d0C, 0.0004,0.996421, ,640,0.996421,99.98,,0.9169054441,203.82%,,
0x80e52cAfea81C056807D2DEC37a53A2c8a86020a0.996421574990533994 MobLP 0.0004%,0x80e52cAfea81C056807D2DEC37a53A2c8a86020a0.996421,0x80e52cAfea81C056807D2DEC37a53A2c8a86020a0.996421574990533994 MobLP 0.0004, ,0x80e52cAfea81C056807D2DEC37a53A2c8a86020a, 0.0004,0.996421, ,641,0.996421,99.99,,0.9183381089,204.14%,,
0x12bb8c1e0F9239069586093856303A9321b5465C0.996421545549260289 MobLP 0.0004%,0x12bb8c1e0F9239069586093856303A9321b5465C0.996421,0x12bb8c1e0F9239069586093856303A9321b5465C0.996421545549260289 MobLP 0.0004, ,0x12bb8c1e0F9239069586093856303A9321b5465C, 0.0004,0.996421, ,642,0.996421,99.99,,0.9197707736,204.46%,,
0xFAef956DE687be8d265c5DC5230bb4DE51FCf8350.996421493604511622 MobLP 0.0004%,0xFAef956DE687be8d265c5DC5230bb4DE51FCf8350.996421,0xFAef956DE687be8d265c5DC5230bb4DE51FCf8350.996421493604511622 MobLP 0.0004, ,0xFAef956DE687be8d265c5DC5230bb4DE51FCf835, 0.0004,0.996421, ,643,0.996421,99.99,,0.9212034384,204.78%,,
0x84B58e5ae877d522b36b532090efC88a58BD57c80.996421486484649907 MobLP 0.0004%,0x84B58e5ae877d522b36b532090efC88a58BD57c80.996421,0x84B58e5ae877d522b36b532090efC88a58BD57c80.996421486484649907 MobLP 0.0004, ,0x84B58e5ae877d522b36b532090efC88a58BD57c8, 0.0004,0.996421, ,644,0.996421,99.99,,0.9226361032,205.10%,,
0x758e69343Fa56334dA431DcBdd65E4C2b3b3411a0.996421457023032578 MobLP 0.0004%,0x758e69343Fa56334dA431DcBdd65E4C2b3b3411a0.996421,0x758e69343Fa56334dA431DcBdd65E4C2b3b3411a0.996421457023032578 MobLP 0.0004, ,0x758e69343Fa56334dA431DcBdd65E4C2b3b3411a, 0.0004,0.996421, ,645,0.996421,99.99,,0.9240687679,205.41%,,
0xA0cE8ce0be5AA4f9023B9BbE5a1c169343F90C050.996421405095207229 MobLP 0.0004%,0xA0cE8ce0be5AA4f9023B9BbE5a1c169343F90C050.996421,0xA0cE8ce0be5AA4f9023B9BbE5a1c169343F90C050.996421405095207229 MobLP 0.0004, ,0xA0cE8ce0be5AA4f9023B9BbE5a1c169343F90C05, 0.0004,0.996421, ,646,0.996421,99.99,,0.9255014327,205.73%,,
0x1Dab188f2178888AA96a6Dd4bbA92067049D24170.996421397981725162 MobLP 0.0004%,0x1Dab188f2178888AA96a6Dd4bbA92067049D24170.996421,0x1Dab188f2178888AA96a6Dd4bbA92067049D24170.996421397981725162 MobLP 0.0004, ,0x1Dab188f2178888AA96a6Dd4bbA92067049D2417, 0.0004,0.996421, ,647,0.996421,99.99,,0.9269340974,206.05%,,
0xFAad3303e331e4Bb08F37bC2f5977ab2Fb34956a0.996421316588862331 MobLP 0.0004%,0xFAad3303e331e4Bb08F37bC2f5977ab2Fb34956a0.996421,0xFAad3303e331e4Bb08F37bC2f5977ab2Fb34956a0.996421316588862331 MobLP 0.0004, ,0xFAad3303e331e4Bb08F37bC2f5977ab2Fb34956a, 0.0004,0.996421, ,648,0.996421,99.99,,0.9283667622,206.37%,,
0x9b0a5849C8fbfA4C8089aBd692Be074302f4Eea40.996421309481759614 MobLP 0.0004%,0x9b0a5849C8fbfA4C8089aBd692Be074302f4Eea40.996421,0x9b0a5849C8fbfA4C8089aBd692Be074302f4Eea40.996421309481759614 MobLP 0.0004, ,0x9b0a5849C8fbfA4C8089aBd692Be074302f4Eea4, 0.0004,0.996421, ,649,0.996421,99.99,,0.9297994269,206.69%,,
0x8e9511DD080C3eeAb9Ec26D62C817051976A75CD0.996421228085476788 MobLP 0.0004%,0x8e9511DD080C3eeAb9Ec26D62C817051976A75CD0.996421,0x8e9511DD080C3eeAb9Ec26D62C817051976A75CD0.996421228085476788 MobLP 0.0004, ,0x8e9511DD080C3eeAb9Ec26D62C817051976A75CD, 0.0004,0.996421, ,650,0.996421,99.99,,0.9312320917,207.01%,,
0xB9536610a2D6f9850Cd2BFDB9328F7350C5Cb8D50.996421220984753124 MobLP 0.0004%,0xB9536610a2D6f9850Cd2BFDB9328F7350C5Cb8D50.996421,0xB9536610a2D6f9850Cd2BFDB9328F7350C5Cb8D50.996421220984753124 MobLP 0.0004, ,0xB9536610a2D6f9850Cd2BFDB9328F7350C5Cb8D5, 0.0004,0.996421, ,651,0.996421,99.99,,0.9326647564,207.32%,,
0x3503752Ce5C3849Afc9a2c451300dAbaA8C92C380.99642113958505046 MobLP 0.0004%,0x3503752Ce5C3849Afc9a2c451300dAbaA8C92C380.996421,0x3503752Ce5C3849Afc9a2c451300dAbaA8C92C380.99642113958505046 MobLP 0.0004, ,0x3503752Ce5C3849Afc9a2c451300dAbaA8C92C38, 0.0004,0.996421, ,652,0.996421,99.99,,0.9340974212,207.64%,,
0x4f2d169e94b0Ec1612C9d9fb84A003f3B99D03D30.99642113249070555 MobLP 0.0004%,0x4f2d169e94b0Ec1612C9d9fb84A003f3B99D03D30.996421,0x4f2d169e94b0Ec1612C9d9fb84A003f3B99D03D30.99642113249070555 MobLP 0.0004, ,0x4f2d169e94b0Ec1612C9d9fb84A003f3B99D03D3, 0.0004,0.996421, ,653,0.996421,99.99,,0.935530086,207.96%,,
0x0e0dafFdcc67DeB660bC76923a28a5f9273c6a1f0.996421051087583204 MobLP 0.0004%,0x0e0dafFdcc67DeB660bC76923a28a5f9273c6a1f0.996421,0x0e0dafFdcc67DeB660bC76923a28a5f9273c6a1f0.996421051087583204 MobLP 0.0004, ,0x0e0dafFdcc67DeB660bC76923a28a5f9273c6a1f, 0.0004,0.996421, ,654,0.996421,99.99,,0.9369627507,208.28%,,
0x665269A0a87BD11bFacA49ADb084B16AA95B2b0c0.996421043999616748 MobLP 0.0004%,0x665269A0a87BD11bFacA49ADb084B16AA95B2b0c0.996421,0x665269A0a87BD11bFacA49ADb084B16AA95B2b0c0.996421043999616748 MobLP 0.0004, ,0x665269A0a87BD11bFacA49ADb084B16AA95B2b0c, 0.0004,0.996421, ,655,0.996421,99.99,,0.9383954155,208.60%,,
0x791fe8F565B18355C066C40531498cC35be3dAa20.996420962593074878 MobLP 0.0004%,0x791fe8F565B18355C066C40531498cC35be3dAa20.996420,0x791fe8F565B18355C066C40531498cC35be3dAa20.996420962593074878 MobLP 0.0004, ,0x791fe8F565B18355C066C40531498cC35be3dAa2, 0.0004,0.996420, ,656,0.99642,99.99,,0.9398280802,208.92%,,
0xB9744957cc9250b67A58Ad225a9494CC1AafA4470.996420874101525342 MobLP 0.0004%,0xB9744957cc9250b67A58Ad225a9494CC1AafA4470.996420,0xB9744957cc9250b67A58Ad225a9494CC1AafA4470.996420874101525342 MobLP 0.0004, ,0xB9744957cc9250b67A58Ad225a9494CC1AafA447, 0.0004,0.996420, ,657,0.99642,99.99,,0.941260745,209.24%,,
0x6C38250f21e76A3F1d4776f5c461413fe56281900.996420785612934454 MobLP 0.0004%,0x6C38250f21e76A3F1d4776f5c461413fe56281900.996420,0x6C38250f21e76A3F1d4776f5c461413fe56281900.996420785612934454 MobLP 0.0004, ,0x6C38250f21e76A3F1d4776f5c461413fe5628190, 0.0004,0.996420, ,658,0.99642,99.99,,0.9426934097,209.55%,,
0x67fAe927C486f7EA6B253F0c48a49Fa8e4c0519D0.996420697127302069 MobLP 0.0004%,0x67fAe927C486f7EA6B253F0c48a49Fa8e4c0519D0.996420,0x67fAe927C486f7EA6B253F0c48a49Fa8e4c0519D0.996420697127302069 MobLP 0.0004, ,0x67fAe927C486f7EA6B253F0c48a49Fa8e4c0519D, 0.0004,0.996420, ,659,0.99642,99.99,,0.9441260745,209.87%,,
0x83005aE1A2cc3CB14fe9Ec0088f362d6a837539E0.996420482542461778 MobLP 0.0004%,0x83005aE1A2cc3CB14fe9Ec0088f362d6a837539E0.996420,0x83005aE1A2cc3CB14fe9Ec0088f362d6a837539E0.996420482542461778 MobLP 0.0004, ,0x83005aE1A2cc3CB14fe9Ec0088f362d6a837539E, 0.0004,0.996420, ,660,0.99642,99.99,,0.9455587393,210.19%,,
0x9564632B4f4677ccC6F7695548555A631E4320580.996420392506133522 MobLP 0.0004%,0x9564632B4f4677ccC6F7695548555A631E4320580.996420,0x9564632B4f4677ccC6F7695548555A631E4320580.996420392506133522 MobLP 0.0004, ,0x9564632B4f4677ccC6F7695548555A631E432058, 0.0004,0.996420, ,661,0.99642,99.99,,0.946991404,210.51%,,
0x9AD04dcf68b8F3050443400fD06C3354E7ecf5450.996420356492738272 MobLP 0.0004%,0x9AD04dcf68b8F3050443400fD06C3354E7ecf5450.996420,0x9AD04dcf68b8F3050443400fD06C3354E7ecf5450.996420356492738272 MobLP 0.0004, ,0x9AD04dcf68b8F3050443400fD06C3354E7ecf545, 0.0004,0.996420, ,662,0.99642,99.99,,0.9484240688,210.83%,,
0x22eE35700Df711b93DA0F6eAcF1C6C677aB36b080.996420302472832682 MobLP 0.0004%,0x22eE35700Df711b93DA0F6eAcF1C6C677aB36b080.996420,0x22eE35700Df711b93DA0F6eAcF1C6C677aB36b080.996420302472832682 MobLP 0.0004, ,0x22eE35700Df711b93DA0F6eAcF1C6C677aB36b08, 0.0004,0.996420, ,663,0.99642,99.99,,0.9498567335,211.15%,,
0x42BBa0251ed69155591E335b8aa4e5f9d1eaf8A00.996420268020548446 MobLP 0.0004%,0x42BBa0251ed69155591E335b8aa4e5f9d1eaf8A00.996420,0x42BBa0251ed69155591E335b8aa4e5f9d1eaf8A00.996420268020548446 MobLP 0.0004, ,0x42BBa0251ed69155591E335b8aa4e5f9d1eaf8A0, 0.0004,0.996420, ,664,0.99642,99.99,,0.9512893983,211.46%,,
0x82D928C3888e65C200669dF3fA6B80D499e1570A0.996420053489993324 MobLP 0.0004%,0x82D928C3888e65C200669dF3fA6B80D499e1570A0.996420,0x82D928C3888e65C200669dF3fA6B80D499e1570A0.996420053489993324 MobLP 0.0004, ,0x82D928C3888e65C200669dF3fA6B80D499e1570A, 0.0004,0.996420, ,665,0.99642,99.99,,0.952722063,211.78%,,
0x7325B755B3637C6bC0E9075D6356C926CAFB85080.996419965027481164 MobLP 0.0004%,0x7325B755B3637C6bC0E9075D6356C926CAFB85080.996419,0x7325B755B3637C6bC0E9075D6356C926CAFB85080.996419965027481164 MobLP 0.0004, ,0x7325B755B3637C6bC0E9075D6356C926CAFB8508, 0.0004,0.996419, ,666,0.996419,100.00,,0.9541547278,212.10%,,
0xaC04357570eCd58757BdB0259124cfa03EbE751a0.996419876567926285 MobLP 0.0004%,0xaC04357570eCd58757BdB0259124cfa03EbE751a0.996419,0xaC04357570eCd58757BdB0259124cfa03EbE751a0.996419876567926285 MobLP 0.0004, ,0xaC04357570eCd58757BdB0259124cfa03EbE751a, 0.0004,0.996419, ,667,0.996419,100.00,,0.9555873926,212.42%,,
0x79FA467C04576E0150b05Bfa45151E06614bc4010.996419258847459862 MobLP 0.0004%,0x79FA467C04576E0150b05Bfa45151E06614bc4010.996419,0x79FA467C04576E0150b05Bfa45151E06614bc4010.996419258847459862 MobLP 0.0004, ,0x79FA467C04576E0150b05Bfa45151E06614bc401, 0.0004,0.996419, ,668,0.996419,100.00,,0.9570200573,212.74%,,
0x72C2924F2eb47B66587204DE0b86971E8C702F910.996418958036236328 MobLP 0.0004%,0x72C2924F2eb47B66587204DE0b86971E8C702F910.996418,0x72C2924F2eb47B66587204DE0b86971E8C702F910.996418958036236328 MobLP 0.0004, ,0x72C2924F2eb47B66587204DE0b86971E8C702F91, 0.0004,0.996418, ,669,0.996418,100.00,,0.9584527221,213.06%,,
0x543575445c72E96d918aDac4521C1715C5B850460.99641886807992383 MobLP 0.0004%,0x543575445c72E96d918aDac4521C1715C5B850460.996418,0x543575445c72E96d918aDac4521C1715C5B850460.99641886807992383 MobLP 0.0004, ,0x543575445c72E96d918aDac4521C1715C5B85046, 0.0004,0.996418, ,670,0.996418,100.00,,0.9598853868,213.38%,,
0xecf94D8FDCA0063310d5F5E427D664D7E973f4970.996418778126635335 MobLP 0.0004%,0xecf94D8FDCA0063310d5F5E427D664D7E973f4970.996418,0xecf94D8FDCA0063310d5F5E427D664D7E973f4970.996418778126635335 MobLP 0.0004, ,0xecf94D8FDCA0063310d5F5E427D664D7E973f497, 0.0004,0.996418, ,671,0.996418,100.00,,0.9613180516,213.69%,,
0xAb2Cc0A6c04455Eed3cF7F2753669A700C71a2280.996418688176370695 MobLP 0.0004%,0xAb2Cc0A6c04455Eed3cF7F2753669A700C71a2280.996418,0xAb2Cc0A6c04455Eed3cF7F2753669A700C71a2280.996418688176370695 MobLP 0.0004, ,0xAb2Cc0A6c04455Eed3cF7F2753669A700C71a228, 0.0004,0.996418, ,672,0.996418,100.00,,0.9627507163,214.01%,,
0x4198b066CC78Fc2a6A93ADbf79e56Ca7ca2E5C2a0.996418598229129766 MobLP 0.0004%,0x4198b066CC78Fc2a6A93ADbf79e56Ca7ca2E5C2a0.996418,0x4198b066CC78Fc2a6A93ADbf79e56Ca7ca2E5C2a0.996418598229129766 MobLP 0.0004, ,0x4198b066CC78Fc2a6A93ADbf79e56Ca7ca2E5C2a, 0.0004,0.996418, ,673,0.996418,100.00,,0.9641833811,214.33%,,
0xe7e81B194f92eD8656E5E169F59e0E241dA47fAf0.996417948965644493 MobLP 0.0004%,0xe7e81B194f92eD8656E5E169F59e0E241dA47fAf0.996417,0xe7e81B194f92eD8656E5E169F59e0E241dA47fAf0.996417948965644493 MobLP 0.0004, ,0xe7e81B194f92eD8656E5E169F59e0E241dA47fAf, 0.0004,0.996417, ,674,0.996417,100.00,,0.9656160458,214.65%,,
0x401462900a1B976AecA28f77c3c120a2CeB0AE4f0.996416898661636562 MobLP 0.0004%,0x401462900a1B976AecA28f77c3c120a2CeB0AE4f0.996416,0x401462900a1B976AecA28f77c3c120a2CeB0AE4f0.996416898661636562 MobLP 0.0004, ,0x401462900a1B976AecA28f77c3c120a2CeB0AE4f, 0.0004,0.996416, ,675,0.996416,100.00,,0.9670487106,214.97%,,
0x150736CFd87A1c6da0Fc5ac2F66337cF5c8bE1170.996416808758718747 MobLP 0.0004%,0x150736CFd87A1c6da0Fc5ac2F66337cF5c8bE1170.996416,0x150736CFd87A1c6da0Fc5ac2F66337cF5c8bE1170.996416808758718747 MobLP 0.0004, ,0x150736CFd87A1c6da0Fc5ac2F66337cF5c8bE117, 0.0004,0.996416, ,676,0.996416,100.00,,0.9684813754,215.29%,,
0xA7DFE6627194C76739718f37A83d65DF458990E60.996416341447679164 MobLP 0.0004%,0xA7DFE6627194C76739718f37A83d65DF458990E60.996416,0xA7DFE6627194C76739718f37A83d65DF458990E60.996416341447679164 MobLP 0.0004, ,0xA7DFE6627194C76739718f37A83d65DF458990E6, 0.0004,0.996416, ,677,0.996416,100.00,,0.9699140401,215.61%,,
0x51bF21668EDA02043377Af1009859e62f47930400.996416251551114504 MobLP 0.0004%,0x51bF21668EDA02043377Af1009859e62f47930400.996416,0x51bF21668EDA02043377Af1009859e62f47930400.996416251551114504 MobLP 0.0004, ,0x51bF21668EDA02043377Af1009859e62f4793040, 0.0004,0.996416, ,678,0.996416,100.00,,0.9713467049,215.92%,,
0x9b40A089b095Ed3F8BF4F1f8fE6EEAFAE07825310.996416161657571041 MobLP 0.0004%,0x9b40A089b095Ed3F8BF4F1f8fE6EEAFAE07825310.996416,0x9b40A089b095Ed3F8BF4F1f8fE6EEAFAE07825310.996416161657571041 MobLP 0.0004, ,0x9b40A089b095Ed3F8BF4F1f8fE6EEAFAE0782531, 0.0004,0.996416, ,679,0.996416,100.00,,0.9727793696,216.24%,,
0x8367e5FBe671801cdba4Ee65a225651C04879F360.996416071767048626 MobLP 0.0004%,0x8367e5FBe671801cdba4Ee65a225651C04879F360.996416,0x8367e5FBe671801cdba4Ee65a225651C04879F360.996416071767048626 MobLP 0.0004, ,0x8367e5FBe671801cdba4Ee65a225651C04879F36, 0.0004,0.996416, ,680,0.996416,100.00,,0.9742120344,216.56%,,
0x4A88510f0b3a05b268B51a8B61003853AfA90d850.996415981879547118 MobLP 0.0004%,0x4A88510f0b3a05b268B51a8B61003853AfA90d850.996415,0x4A88510f0b3a05b268B51a8B61003853AfA90d850.996415981879547118 MobLP 0.0004, ,0x4A88510f0b3a05b268B51a8B61003853AfA90d85, 0.0004,0.996415, ,681,0.996415,100.00,,0.9756446991,216.88%,,
0x80f26963D55Bd07D801FedFE01088E7Ce64879220.996415398952767642 MobLP 0.0004%,0x80f26963D55Bd07D801FedFE01088E7Ce64879220.996415,0x80f26963D55Bd07D801FedFE01088E7Ce64879220.996415398952767642 MobLP 0.0004, ,0x80f26963D55Bd07D801FedFE01088E7Ce6487922, 0.0004,0.996415, ,682,0.996415,100.00,,0.9770773639,217.20%,,
0x4B4e3bA157897ACA5626A095BDE584Aee6938F140.996415309073659021 MobLP 0.0004%,0x4B4e3bA157897ACA5626A095BDE584Aee6938F140.996415,0x4B4e3bA157897ACA5626A095BDE584Aee6938F140.996415309073659021 MobLP 0.0004, ,0x4B4e3bA157897ACA5626A095BDE584Aee6938F14, 0.0004,0.996415, ,683,0.996415,100.00,,0.9785100287,217.52%,,
0xbd592F26794FabF28BE9ddd054Bd72616D36554D0.99641521919757076 MobLP 0.0004%,0xbd592F26794FabF28BE9ddd054Bd72616D36554D0.996415,0xbd592F26794FabF28BE9ddd054Bd72616D36554D0.99641521919757076 MobLP 0.0004, ,0xbd592F26794FabF28BE9ddd054Bd72616D36554D, 0.0004,0.996415, ,684,0.996415,100.00,,0.9799426934,217.83%,,
